sample,link
TCGA-E2-A1L7,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-E2-A1L7-01Z-00-DX1"">TCGA-E2-A1L7-01Z-00-DX1</a>"
TCGA-E7-A5KE,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-E7-A5KE-01Z-00-DX1"">TCGA-E7-A5KE-01Z-00-DX1</a>"
TCGA-E9-A1NF,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-E9-A1NF-01Z-00-DX1"">TCGA-E9-A1NF-01Z-00-DX1</a>"
TCGA-E9-A1RA,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-E9-A1RA-01Z-00-DX1"">TCGA-E9-A1RA-01Z-00-DX1</a>"
TCGA-E9-A229,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-E9-A229-01Z-00-DX1"">TCGA-E9-A229-01Z-00-DX1</a>"
TCGA-E9-A248,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-E9-A248-01Z-00-DX1"">TCGA-E9-A248-01Z-00-DX1</a>"
TCGA-E9-A5FL,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-E9-A5FL-01Z-00-DX1"">TCGA-E9-A5FL-01Z-00-DX1</a>"
TCGA-E9-A6HE,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-E9-A6HE-01Z-00-DX1"">TCGA-E9-A6HE-01Z-00-DX1</a>"
TCGA-EA-A3HQ,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-EA-A3HQ-01Z-00-DX1"">TCGA-EA-A3HQ-01Z-00-DX1</a>"
TCGA-EB-A3HV,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-EB-A3HV-01Z-00-DX1"">TCGA-EB-A3HV-01Z-00-DX1</a>"
TCGA-EC-A1NJ,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-EC-A1NJ-01Z-00-DX1"">TCGA-EC-A1NJ-01Z-00-DX1</a>"
TCGA-EE-A184,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-EE-A184-01Z-00-DX1"">TCGA-EE-A184-01Z-00-DX1</a>"
TCGA-EE-A20H,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-EE-A20H-01Z-00-DX1"">TCGA-EE-A20H-01Z-00-DX1</a>"
TCGA-EE-A29B,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-EE-A29B-01Z-00-DX1"">TCGA-EE-A29B-01Z-00-DX1</a>"
TCGA-EE-A2MP,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-EE-A2MP-01Z-00-DX1"">TCGA-EE-A2MP-01Z-00-DX1</a>"
TCGA-EE-A3J3,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-EE-A3J3-01Z-00-DX1"">TCGA-EE-A3J3-01Z-00-DX1</a>"
TCGA-EE-A3JE,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-EE-A3JE-01Z-00-DX1"">TCGA-EE-A3JE-01Z-00-DX1</a>"
TCGA-EI-6506,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-EI-6506-01Z-00-DX1"">TCGA-EI-6506-01Z-00-DX1</a>"
TCGA-EI-6511,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-EI-6511-01Z-00-DX1"">TCGA-EI-6511-01Z-00-DX1</a>"
TCGA-EJ-5506,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-EJ-5506-01Z-00-DX1"">TCGA-EJ-5506-01Z-00-DX1</a>"
TCGA-EJ-5512,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-EJ-5512-01Z-00-DX1"">TCGA-EJ-5512-01Z-00-DX1</a>"
TCGA-EJ-5517,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-EJ-5517-01Z-00-DX1"">TCGA-EJ-5517-01Z-00-DX1</a>"
TCGA-EJ-7791,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-EJ-7791-01Z-00-DX1"">TCGA-EJ-7791-01Z-00-DX1</a>"
TCGA-ER-A19D,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-ER-A19D-01Z-00-DX1"">TCGA-ER-A19D-01Z-00-DX1</a>"
TCGA-ER-A1A1,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-ER-A1A1-06Z-00-DX1"">TCGA-ER-A1A1-06Z-00-DX1</a>"
TCGA-ER-A3ET,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-ER-A3ET-06Z-00-DX1"">TCGA-ER-A3ET-06Z-00-DX1</a>"
TCGA-EW-A1OY,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-EW-A1OY-01Z-00-DX1"">TCGA-EW-A1OY-01Z-00-DX1</a>"
TCGA-EW-A1P3,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-EW-A1P3-01Z-00-DX1"">TCGA-EW-A1P3-01Z-00-DX1</a>"
TCGA-EW-A1PC,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-EW-A1PC-01Z-00-DX1"">TCGA-EW-A1PC-01Z-00-DX1</a>"
TCGA-EW-A2FR,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-EW-A2FR-01Z-00-DX1"">TCGA-EW-A2FR-01Z-00-DX1</a>"
TCGA-EW-A6S9,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-EW-A6S9-01Z-00-DX1"">TCGA-EW-A6S9-01Z-00-DX1</a>"
TCGA-EX-A1H6,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-EX-A1H6-01Z-00-DX1"">TCGA-EX-A1H6-01Z-00-DX1</a>"
TCGA-EY-A54A,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-EY-A54A-01Z-00-DX1"">TCGA-EY-A54A-01Z-00-DX1</a>"
TCGA-F2-6879,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-F2-6879-01Z-00-DX1"">TCGA-F2-6879-01Z-00-DX1</a>"
TCGA-F4-6808,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-F4-6808-01Z-00-DX1"">TCGA-F4-6808-01Z-00-DX1</a>"
TCGA-F5-6810,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-F5-6810-01Z-00-DX1"">TCGA-F5-6810-01Z-00-DX1</a>"
TCGA-FB-AAQ0,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-FB-AAQ0-01Z-00-DX1"">TCGA-FB-AAQ0-01Z-00-DX1</a>"
TCGA-FD-A3B6,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-FD-A3B6-01Z-00-DX1"">TCGA-FD-A3B6-01Z-00-DX1</a>"
TCGA-FD-A3SL,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-FD-A3SL-01Z-00-DX1"">TCGA-FD-A3SL-01Z-00-DX1</a>"
TCGA-FD-A3SN,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-FD-A3SN-01Z-00-DX1"">TCGA-FD-A3SN-01Z-00-DX1</a>"
TCGA-FD-A3SR,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-FD-A3SR-01Z-00-DX1"">TCGA-FD-A3SR-01Z-00-DX1</a>"
TCGA-FD-A6TD,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-FD-A6TD-01Z-00-DX1"">TCGA-FD-A6TD-01Z-00-DX1</a>"
TCGA-FD-A6TE,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-FD-A6TE-01Z-00-DX1"">TCGA-FD-A6TE-01Z-00-DX1</a>"
TCGA-FI-A2EU,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-FI-A2EU-01Z-00-DX1"">TCGA-FI-A2EU-01Z-00-DX1</a>"
TCGA-FI-A3PV,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-FI-A3PV-01Z-00-DX1"">TCGA-FI-A3PV-01Z-00-DX1</a>"
TCGA-FJ-A3Z9,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-FJ-A3Z9-01Z-00-DX1"">TCGA-FJ-A3Z9-01Z-00-DX1</a>"
TCGA-FP-7916,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-FP-7916-01Z-00-DX1"">TCGA-FP-7916-01Z-00-DX1</a>"
TCGA-FP-7998,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-FP-7998-01Z-00-DX1"">TCGA-FP-7998-01Z-00-DX1</a>"
TCGA-FU-A3NI,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-FU-A3NI-01Z-00-DX1"">TCGA-FU-A3NI-01Z-00-DX1</a>"
TCGA-FU-A3WB,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-FU-A3WB-01Z-00-DX1"">TCGA-FU-A3WB-01Z-00-DX1</a>"
TCGA-FU-A5XV,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-FU-A5XV-01Z-00-DX1"">TCGA-FU-A5XV-01Z-00-DX1</a>"
TCGA-FZ-5921,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-FZ-5921-01Z-00-DX1"">TCGA-FZ-5921-01Z-00-DX1</a>"
TCGA-G2-A2EK,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-G2-A2EK-01Z-00-DX1"">TCGA-G2-A2EK-01Z-00-DX1</a>"
TCGA-G4-6294,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-G4-6294-01Z-00-DX1"">TCGA-G4-6294-01Z-00-DX1</a>"
TCGA-G4-6322,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-G4-6322-01Z-00-DX1"">TCGA-G4-6322-01Z-00-DX1</a>"
TCGA-G9-6351,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-G9-6351-01Z-00-DX1"">TCGA-G9-6351-01Z-00-DX1</a>"
TCGA-G9-6353,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-G9-6353-01Z-00-DX1"">TCGA-G9-6353-01Z-00-DX1</a>"
TCGA-G9-6494,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-G9-6494-01Z-00-DX1"">TCGA-G9-6494-01Z-00-DX1</a>"
TCGA-G9-6496,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-G9-6496-01Z-00-DX1"">TCGA-G9-6496-01Z-00-DX1</a>"
TCGA-G9-7519,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-G9-7519-01Z-00-DX1"">TCGA-G9-7519-01Z-00-DX1</a>"
TCGA-G9-A9S4,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-G9-A9S4-01Z-00-DX1"">TCGA-G9-A9S4-01Z-00-DX1</a>"
TCGA-GC-A3YS,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-GC-A3YS-01Z-00-DX1"">TCGA-GC-A3YS-01Z-00-DX1</a>"
TCGA-GD-A2C5,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-GD-A2C5-01Z-00-DX1"">TCGA-GD-A2C5-01Z-00-DX1</a>"
TCGA-GD-A3OS,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-GD-A3OS-01Z-00-DX1"">TCGA-GD-A3OS-01Z-00-DX1</a>"
TCGA-GD-A76B,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-GD-A76B-01Z-00-DX1"">TCGA-GD-A76B-01Z-00-DX1</a>"
TCGA-GM-A2DA,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-GM-A2DA-01Z-00-DX1"">TCGA-GM-A2DA-01Z-00-DX1</a>"
TCGA-GM-A2DH,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-GM-A2DH-01Z-00-DX1"">TCGA-GM-A2DH-01Z-00-DX1</a>"
TCGA-GM-A2DL,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-GM-A2DL-01Z-00-DX1"">TCGA-GM-A2DL-01Z-00-DX1</a>"
TCGA-GN-A264,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-GN-A264-01Z-00-DX1"">TCGA-GN-A264-01Z-00-DX1</a>"
TCGA-GV-A3QG,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-GV-A3QG-01Z-00-DX1"">TCGA-GV-A3QG-01Z-00-DX1</a>"
TCGA-GV-A3QI,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-GV-A3QI-01Z-00-DX1"">TCGA-GV-A3QI-01Z-00-DX1</a>"
TCGA-GV-A40G,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-GV-A40G-01Z-00-DX1"">TCGA-GV-A40G-01Z-00-DX1</a>"
TCGA-GV-A6ZA,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-GV-A6ZA-01Z-00-DX1"">TCGA-GV-A6ZA-01Z-00-DX1</a>"
TCGA-H9-A6BY,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-H9-A6BY-01Z-00-DX1"">TCGA-H9-A6BY-01Z-00-DX1</a>"
TCGA-HC-7077,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HC-7077-01Z-00-DX1"">TCGA-HC-7077-01Z-00-DX1</a>"
TCGA-HC-7209,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HC-7209-01Z-00-DX1"">TCGA-HC-7209-01Z-00-DX1</a>"
TCGA-HC-7752,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HC-7752-01Z-00-DX1"">TCGA-HC-7752-01Z-00-DX1</a>"
TCGA-HC-7820,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HC-7820-01Z-00-DX1"">TCGA-HC-7820-01Z-00-DX1</a>"
TCGA-HC-8258,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HC-8258-01Z-00-DX1"">TCGA-HC-8258-01Z-00-DX1</a>"
TCGA-HC-8260,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HC-8260-01Z-00-DX1"">TCGA-HC-8260-01Z-00-DX1</a>"
TCGA-HC-A6HY,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HC-A6HY-01Z-00-DX1"">TCGA-HC-A6HY-01Z-00-DX1</a>"
TCGA-HU-8604,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HU-8604-01Z-00-DX1"">TCGA-HU-8604-01Z-00-DX1</a>"
TCGA-HU-A4GH,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HU-A4GH-01Z-00-DX1"">TCGA-HU-A4GH-01Z-00-DX1</a>"
TCGA-HU-A4GJ,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HU-A4GJ-01Z-00-DX1"">TCGA-HU-A4GJ-01Z-00-DX1</a>"
TCGA-HZ-7919,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HZ-7919-01Z-00-DX1"">TCGA-HZ-7919-01Z-00-DX1</a>"
TCGA-HZ-7922,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HZ-7922-01Z-00-DX1"">TCGA-HZ-7922-01Z-00-DX1</a>"
TCGA-HZ-7923,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HZ-7923-01Z-00-DX1"">TCGA-HZ-7923-01Z-00-DX1</a>"
TCGA-IB-7885,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-IB-7885-01Z-00-DX1"">TCGA-IB-7885-01Z-00-DX1</a>"
TCGA-IB-7893,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-IB-7893-01Z-00-DX1"">TCGA-IB-7893-01Z-00-DX1</a>"
TCGA-IB-7897,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-IB-7897-01Z-00-DX1"">TCGA-IB-7897-01Z-00-DX1</a>"
TCGA-IB-8126,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-IB-8126-01Z-00-DX1"">TCGA-IB-8126-01Z-00-DX1</a>"
TCGA-IB-AAUN,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-IB-AAUN-01Z-00-DX1"">TCGA-IB-AAUN-01Z-00-DX1</a>"
TCGA-IB-AAUP,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-IB-AAUP-01Z-00-DX1"">TCGA-IB-AAUP-01Z-00-DX1</a>"
TCGA-IH-A3EA,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-IH-A3EA-01Z-00-DX1"">TCGA-IH-A3EA-01Z-00-DX1</a>"
TCGA-IR-A3LB,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-IR-A3LB-01Z-00-DX1"">TCGA-IR-A3LB-01Z-00-DX1</a>"
TCGA-IR-A3LI,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-IR-A3LI-01Z-00-DX1"">TCGA-IR-A3LI-01Z-00-DX1</a>"
TCGA-K4-A3WU,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-K4-A3WU-01Z-00-DX1"">TCGA-K4-A3WU-01Z-00-DX1</a>"
TCGA-K4-A4AB,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-K4-A4AB-01Z-00-DX1"">TCGA-K4-A4AB-01Z-00-DX1</a>"
TCGA-K4-A4AC,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-K4-A4AC-01Z-00-DX1"">TCGA-K4-A4AC-01Z-00-DX1</a>"
TCGA-K4-A54R,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-K4-A54R-01Z-00-DX1"">TCGA-K4-A54R-01Z-00-DX1</a>"
TCGA-K4-A6FZ,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-K4-A6FZ-01Z-00-DX1"">TCGA-K4-A6FZ-01Z-00-DX1</a>"
TCGA-L1-A7W4,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-L1-A7W4-01Z-00-DX1"">TCGA-L1-A7W4-01Z-00-DX1</a>"
TCGA-L4-A4E6,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-L4-A4E6-01Z-00-DX1"">TCGA-L4-A4E6-01Z-00-DX1</a>"
TCGA-L9-A444,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-L9-A444-01Z-00-DX1"">TCGA-L9-A444-01Z-00-DX1</a>"
TCGA-L9-A7SV,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-L9-A7SV-01Z-00-DX1"">TCGA-L9-A7SV-01Z-00-DX1</a>"
TCGA-L9-A8F4,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-L9-A8F4-01Z-00-DX1"">TCGA-L9-A8F4-01Z-00-DX1</a>"
TCGA-LA-A7SW,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-LA-A7SW-01Z-00-DX1"">TCGA-LA-A7SW-01Z-00-DX1</a>"
TCGA-LL-A5YP,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-LL-A5YP-01Z-00-DX1"">TCGA-LL-A5YP-01Z-00-DX1</a>"
TCGA-M7-A722,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-M7-A722-01Z-00-DX1"">TCGA-M7-A722-01Z-00-DX1</a>"
TCGA-MA-AA42,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-MA-AA42-01Z-00-DX1"">TCGA-MA-AA42-01Z-00-DX1</a>"
TCGA-MF-A522,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-MF-A522-01Z-00-DX1"">TCGA-MF-A522-01Z-00-DX1</a>"
TCGA-MN-A4N5,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-MN-A4N5-01Z-00-DX1"">TCGA-MN-A4N5-01Z-00-DX1</a>"
TCGA-MP-A4SW,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-MP-A4SW-01Z-00-DX1"">TCGA-MP-A4SW-01Z-00-DX1</a>"
TCGA-NH-A50V,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-NH-A50V-01Z-00-DX1"">TCGA-NH-A50V-01Z-00-DX1</a>"
TCGA-O1-A52J,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-O1-A52J-01Z-00-DX1"">TCGA-O1-A52J-01Z-00-DX1</a>"
TCGA-O2-A52N,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-O2-A52N-01Z-00-DX1"">TCGA-O2-A52N-01Z-00-DX1</a>"
TCGA-PG-A914,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-PG-A914-01Z-00-DX1"">TCGA-PG-A914-01Z-00-DX1</a>"
TCGA-Q1-A6DV,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-Q1-A6DV-01Z-00-DX1"">TCGA-Q1-A6DV-01Z-00-DX1</a>"
TCGA-QB-A6FS,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-QB-A6FS-01Z-00-DX1"">TCGA-QB-A6FS-01Z-00-DX1</a>"
TCGA-QG-A5YX,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-QG-A5YX-01Z-00-DX1"">TCGA-QG-A5YX-01Z-00-DX1</a>"
TCGA-QL-A97D,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-QL-A97D-01Z-00-DX1"">TCGA-QL-A97D-01Z-00-DX1</a>"
TCGA-QS-A5YQ,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-QS-A5YQ-01Z-00-DX1"">TCGA-QS-A5YQ-01Z-00-DX1</a>"
TCGA-QS-A744,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-QS-A744-01Z-00-DX1"">TCGA-QS-A744-01Z-00-DX1</a>"
TCGA-QS-A8F1,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-QS-A8F1-01Z-00-DX1"">TCGA-QS-A8F1-01Z-00-DX1</a>"
TCGA-RD-A7BT,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-RD-A7BT-01Z-00-DX1"">TCGA-RD-A7BT-01Z-00-DX1</a>"
