sample,link
TCGA-G4-6627,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-G4-6627-01Z-00-DX1"">TCGA-G4-6627-01Z-00-DX1</a>"
TCGA-G9-6336,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-G9-6336-01Z-00-DX1"">TCGA-G9-6336-01Z-00-DX1</a>"
TCGA-G9-6342,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-G9-6342-01Z-00-DX1"">TCGA-G9-6342-01Z-00-DX1</a>"
TCGA-G9-6343,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-G9-6343-01Z-00-DX1"">TCGA-G9-6343-01Z-00-DX1</a>"
TCGA-G9-6366,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-G9-6366-01Z-00-DX1"">TCGA-G9-6366-01Z-00-DX1</a>"
TCGA-G9-6371,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-G9-6371-01Z-00-DX1"">TCGA-G9-6371-01Z-00-DX1</a>"
TCGA-G9-7521,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-G9-7521-01Z-00-DX1"">TCGA-G9-7521-01Z-00-DX1</a>"
TCGA-GC-A3WC,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-GC-A3WC-01Z-00-DX1"">TCGA-GC-A3WC-01Z-00-DX1</a>"
TCGA-GC-A6I1,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-GC-A6I1-01Z-00-DX1"">TCGA-GC-A6I1-01Z-00-DX1</a>"
TCGA-GH-A9DA,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-GH-A9DA-01Z-00-DX1"">TCGA-GH-A9DA-01Z-00-DX1</a>"
TCGA-GM-A3NW,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-GM-A3NW-01Z-00-DX1"">TCGA-GM-A3NW-01Z-00-DX1</a>"
TCGA-GN-A262,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-GN-A262-01Z-00-DX1"">TCGA-GN-A262-01Z-00-DX1</a>"
TCGA-GN-A26A,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-GN-A26A-01Z-00-DX1"">TCGA-GN-A26A-01Z-00-DX1</a>"
TCGA-GV-A3JV,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-GV-A3JV-01Z-00-DX1"">TCGA-GV-A3JV-01Z-00-DX1</a>"
TCGA-H4-A2HQ,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-H4-A2HQ-01Z-00-DX1"">TCGA-H4-A2HQ-01Z-00-DX1</a>"
TCGA-H5-A2HR,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-H5-A2HR-01Z-00-DX1"">TCGA-H5-A2HR-01Z-00-DX1</a>"
TCGA-H9-7775,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-H9-7775-01Z-00-DX1"">TCGA-H9-7775-01Z-00-DX1</a>"
TCGA-HC-7075,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HC-7075-01Z-00-DX1"">TCGA-HC-7075-01Z-00-DX1</a>"
TCGA-HC-7078,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HC-7078-01Z-00-DX1"">TCGA-HC-7078-01Z-00-DX1</a>"
TCGA-HC-7233,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HC-7233-01Z-00-DX1"">TCGA-HC-7233-01Z-00-DX1</a>"
TCGA-HC-7818,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HC-7818-01Z-00-DX1"">TCGA-HC-7818-01Z-00-DX1</a>"
TCGA-HC-8257,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HC-8257-01Z-00-DX1"">TCGA-HC-8257-01Z-00-DX1</a>"
TCGA-HF-7134,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HF-7134-01Z-00-DX1"">TCGA-HF-7134-01Z-00-DX1</a>"
TCGA-HF-A5NB,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HF-A5NB-01Z-00-DX1"">TCGA-HF-A5NB-01Z-00-DX1</a>"
TCGA-HU-8610,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HU-8610-01Z-00-DX1"">TCGA-HU-8610-01Z-00-DX1</a>"
TCGA-HU-A4GD,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HU-A4GD-01Z-00-DX1"">TCGA-HU-A4GD-01Z-00-DX1</a>"
TCGA-HZ-7924,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HZ-7924-01Z-00-DX1"">TCGA-HZ-7924-01Z-00-DX1</a>"
TCGA-HZ-7926,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HZ-7926-01Z-00-DX1"">TCGA-HZ-7926-01Z-00-DX1</a>"
TCGA-HZ-8001,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HZ-8001-01Z-00-DX1"">TCGA-HZ-8001-01Z-00-DX1</a>"
TCGA-HZ-8637,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HZ-8637-01Z-00-DX1"">TCGA-HZ-8637-01Z-00-DX1</a>"
TCGA-HZ-8638,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HZ-8638-01Z-00-DX1"">TCGA-HZ-8638-01Z-00-DX1</a>"
TCGA-HZ-A77P,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-HZ-A77P-01Z-00-DX1"">TCGA-HZ-A77P-01Z-00-DX1</a>"
TCGA-IB-7652,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-IB-7652-01Z-00-DX1"">TCGA-IB-7652-01Z-00-DX1</a>"
TCGA-IB-7890,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-IB-7890-01Z-00-DX1"">TCGA-IB-7890-01Z-00-DX1</a>"
TCGA-IN-7806,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-IN-7806-01Z-00-DX1"">TCGA-IN-7806-01Z-00-DX1</a>"
TCGA-IN-7808,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-IN-7808-01Z-00-DX1"">TCGA-IN-7808-01Z-00-DX1</a>"
TCGA-J4-8198,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-J4-8198-01Z-00-DX1"">TCGA-J4-8198-01Z-00-DX1</a>"
TCGA-JL-A3YW,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-JL-A3YW-01Z-00-DX1"">TCGA-JL-A3YW-01Z-00-DX1</a>"
TCGA-LL-A5YM,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-LL-A5YM-01Z-00-DX1"">TCGA-LL-A5YM-01Z-00-DX1</a>"
TCGA-MP-A4T4,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-MP-A4T4-01Z-00-DX1"">TCGA-MP-A4T4-01Z-00-DX1</a>"
TCGA-MP-A4T8,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-MP-A4T8-01Z-00-DX1"">TCGA-MP-A4T8-01Z-00-DX1</a>"
TCGA-MP-A4TA,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-MP-A4TA-01Z-00-DX1"">TCGA-MP-A4TA-01Z-00-DX1</a>"
TCGA-MP-A4TC,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-MP-A4TC-01Z-00-DX1"">TCGA-MP-A4TC-01Z-00-DX1</a>"
TCGA-MP-A4TK,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-MP-A4TK-01Z-00-DX1"">TCGA-MP-A4TK-01Z-00-DX1</a>"
TCGA-MX-A5UJ,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-MX-A5UJ-01Z-00-DX1"">TCGA-MX-A5UJ-01Z-00-DX1</a>"
TCGA-NJ-A4YF,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-NJ-A4YF-01Z-00-DX1"">TCGA-NJ-A4YF-01Z-00-DX1</a>"
TCGA-NJ-A55A,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-NJ-A55A-01Z-00-DX1"">TCGA-NJ-A55A-01Z-00-DX1</a>"
TCGA-OD-A75X,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-OD-A75X-06Z-00-DX1"">TCGA-OD-A75X-06Z-00-DX1</a>"
TCGA-PQ-A6FN,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-PQ-A6FN-01Z-00-DX1"">TCGA-PQ-A6FN-01Z-00-DX1</a>"
TCGA-Q1-A73S,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-Q1-A73S-01Z-00-DX1"">TCGA-Q1-A73S-01Z-00-DX1</a>"
TCGA-Q3-A5QY,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-Q3-A5QY-01Z-00-DX1"">TCGA-Q3-A5QY-01Z-00-DX1</a>"
TCGA-QG-A5YW,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-QG-A5YW-01Z-00-DX1"">TCGA-QG-A5YW-01Z-00-DX1</a>"
TCGA-R5-A7ZI,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-R5-A7ZI-01Z-00-DX1"">TCGA-R5-A7ZI-01Z-00-DX1</a>"
TCGA-R5-A7ZR,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-R5-A7ZR-01Z-00-DX1"">TCGA-R5-A7ZR-01Z-00-DX1</a>"
TCGA-RD-A7BS,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-RD-A7BS-01Z-00-DX1"">TCGA-RD-A7BS-01Z-00-DX1</a>"
TCGA-RD-A8N5,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-RD-A8N5-01Z-00-DX1"">TCGA-RD-A8N5-01Z-00-DX1</a>"
TCGA-SJ-A6ZI,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-SJ-A6ZI-01Z-00-DX1"">TCGA-SJ-A6ZI-01Z-00-DX1</a>"
TCGA-SJ-A6ZJ,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-SJ-A6ZJ-01Z-00-DX1"">TCGA-SJ-A6ZJ-01Z-00-DX1</a>"
TCGA-SY-A9G0,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-SY-A9G0-01Z-00-DX1"">TCGA-SY-A9G0-01Z-00-DX1</a>"
TCGA-UC-A7PI,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-UC-A7PI-01Z-00-DX1"">TCGA-UC-A7PI-01Z-00-DX1</a>"
TCGA-UY-A9PF,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-UY-A9PF-01Z-00-DX1"">TCGA-UY-A9PF-01Z-00-DX1</a>"
TCGA-V1-A9OY,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-V1-A9OY-01Z-00-DX1"">TCGA-V1-A9OY-01Z-00-DX1</a>"
TCGA-V4-A9EL,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-V4-A9EL-01Z-00-DX1"">TCGA-V4-A9EL-01Z-00-DX1</a>"
TCGA-V4-A9EU,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-V4-A9EU-01Z-00-DX1"">TCGA-V4-A9EU-01Z-00-DX1</a>"
TCGA-V4-A9EZ,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-V4-A9EZ-01Z-00-DX1"">TCGA-V4-A9EZ-01Z-00-DX1</a>"
TCGA-V4-A9F4,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-V4-A9F4-01Z-00-DX1"">TCGA-V4-A9F4-01Z-00-DX1</a>"
TCGA-VQ-A8DL,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-VQ-A8DL-01Z-00-DX1"">TCGA-VQ-A8DL-01Z-00-DX1</a>"
TCGA-VQ-A8PJ,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-VQ-A8PJ-01Z-00-DX1"">TCGA-VQ-A8PJ-01Z-00-DX1</a>"
TCGA-VQ-A8PO,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-VQ-A8PO-01Z-00-DX1"">TCGA-VQ-A8PO-01Z-00-DX1</a>"
TCGA-VQ-A8PT,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-VQ-A8PT-01Z-00-DX1"">TCGA-VQ-A8PT-01Z-00-DX1</a>"
TCGA-VQ-A8PY,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-VQ-A8PY-01Z-00-DX1"">TCGA-VQ-A8PY-01Z-00-DX1</a>"
TCGA-VQ-A91A,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-VQ-A91A-01Z-00-DX1"">TCGA-VQ-A91A-01Z-00-DX1</a>"
TCGA-VQ-A91Z,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-VQ-A91Z-01Z-00-DX1"">TCGA-VQ-A91Z-01Z-00-DX1</a>"
TCGA-VQ-AA6B,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-VQ-AA6B-01Z-00-DX1"">TCGA-VQ-AA6B-01Z-00-DX1</a>"
TCGA-VS-A8EG,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-VS-A8EG-01Z-00-DX1"">TCGA-VS-A8EG-01Z-00-DX1</a>"
TCGA-VS-A9UB,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-VS-A9UB-01Z-00-DX1"">TCGA-VS-A9UB-01Z-00-DX1</a>"
TCGA-VS-A9UR,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-VS-A9UR-01Z-00-DX1"">TCGA-VS-A9UR-01Z-00-DX1</a>"
TCGA-VS-AA62,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-VS-AA62-01Z-00-DX1"">TCGA-VS-AA62-01Z-00-DX1</a>"
TCGA-W3-AA1O,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-W3-AA1O-01Z-00-DX1"">TCGA-W3-AA1O-01Z-00-DX1</a>"
TCGA-WC-A885,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-WC-A885-01Z-00-DX1"">TCGA-WC-A885-01Z-00-DX1</a>"
TCGA-WE-AAA0,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-WE-AAA0-06Z-00-DX1"">TCGA-WE-AAA0-06Z-00-DX1</a>"
TCGA-XD-AAUI,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-XD-AAUI-01Z-00-DX1"">TCGA-XD-AAUI-01Z-00-DX1</a>"
TCGA-XF-A9SL,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-XF-A9SL-01Z-00-DX1"">TCGA-XF-A9SL-01Z-00-DX1</a>"
TCGA-XF-AAN8,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-XF-AAN8-01Z-00-DX1"">TCGA-XF-AAN8-01Z-00-DX1</a>"
TCGA-XJ-A9DK,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-XJ-A9DK-01Z-00-DX1"">TCGA-XJ-A9DK-01Z-00-DX1</a>"
TCGA-XV-A9W2,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-XV-A9W2-01Z-00-DX1"">TCGA-XV-A9W2-01Z-00-DX1</a>"
TCGA-Y6-A9XI,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-Y6-A9XI-01Z-00-DX1"">TCGA-Y6-A9XI-01Z-00-DX1</a>"
TCGA-YB-A89D,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-YB-A89D-01Z-00-DX1"">TCGA-YB-A89D-01Z-00-DX1</a>"
TCGA-YL-A8SF,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-YL-A8SF-01Z-00-DX1"">TCGA-YL-A8SF-01Z-00-DX1</a>"
TCGA-YL-A9WJ,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-YL-A9WJ-01Z-00-DX1"">TCGA-YL-A9WJ-01Z-00-DX1</a>"
TCGA-YL-A9WX,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-YL-A9WX-01Z-00-DX1"">TCGA-YL-A9WX-01Z-00-DX1</a>"
TCGA-YZ-A984,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-YZ-A984-01Z-00-DX1"">TCGA-YZ-A984-01Z-00-DX1</a>"
TCGA-ZA-A8F6,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-ZA-A8F6-01Z-00-DX1"">TCGA-ZA-A8F6-01Z-00-DX1</a>"
TCGA-05-5425,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-05-5425-01Z-00-DX1"">TCGA-05-5425-01Z-00-DX1</a>"
TCGA-21-1075,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-21-1075-01Z-00-DX1"">TCGA-21-1075-01Z-00-DX1</a>"
TCGA-2A-AAYO,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-2A-AAYO-01Z-00-DX1"">TCGA-2A-AAYO-01Z-00-DX1</a>"
TCGA-2F-A9KT,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-2F-A9KT-01Z-00-DX1"">TCGA-2F-A9KT-01Z-00-DX1</a>"
TCGA-33-A5GW,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-33-A5GW-01Z-00-DX1"">TCGA-33-A5GW-01Z-00-DX1</a>"
TCGA-33-AASL,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-33-AASL-01Z-00-DX1"">TCGA-33-AASL-01Z-00-DX1</a>"
TCGA-34-2604,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-34-2604-01Z-00-DX1"">TCGA-34-2604-01Z-00-DX1</a>"
TCGA-37-4135,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-37-4135-01Z-00-DX1"">TCGA-37-4135-01Z-00-DX1</a>"
TCGA-39-5011,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-39-5011-01Z-00-DX1"">TCGA-39-5011-01Z-00-DX1</a>"
TCGA-39-5029,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-39-5029-01Z-00-DX1"">TCGA-39-5029-01Z-00-DX1</a>"
TCGA-39-5037,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-39-5037-01Z-00-DX1"">TCGA-39-5037-01Z-00-DX1</a>"
TCGA-3A-A9IR,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-3A-A9IR-01Z-00-DX1"">TCGA-3A-A9IR-01Z-00-DX1</a>"
TCGA-3A-A9IZ,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-3A-A9IZ-01Z-00-DX1"">TCGA-3A-A9IZ-01Z-00-DX1</a>"
TCGA-3C-AALI,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-3C-AALI-01Z-00-DX1"">TCGA-3C-AALI-01Z-00-DX1</a>"
TCGA-43-6771,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-43-6771-01Z-00-DX1"">TCGA-43-6771-01Z-00-DX1</a>"
TCGA-44-2657,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-44-2657-01Z-00-DX1"">TCGA-44-2657-01Z-00-DX1</a>"
TCGA-44-3396,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-44-3396-01Z-00-DX1"">TCGA-44-3396-01Z-00-DX1</a>"
TCGA-44-3398,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-44-3398-01Z-00-DX1"">TCGA-44-3398-01Z-00-DX1</a>"
TCGA-44-6144,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-44-6144-01Z-00-DX1"">TCGA-44-6144-01Z-00-DX1</a>"
TCGA-44-6774,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-44-6774-01Z-00-DX1"">TCGA-44-6774-01Z-00-DX1</a>"
TCGA-44-6775,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-44-6775-01Z-00-DX1"">TCGA-44-6775-01Z-00-DX1</a>"
TCGA-44-7671,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-44-7671-01Z-00-DX1"">TCGA-44-7671-01Z-00-DX1</a>"
TCGA-46-6025,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-46-6025-01Z-00-DX1"">TCGA-46-6025-01Z-00-DX1</a>"
TCGA-49-4487,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-49-4487-01Z-00-DX1"">TCGA-49-4487-01Z-00-DX1</a>"
TCGA-49-AARE,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-49-AARE-01Z-00-DX1"">TCGA-49-AARE-01Z-00-DX1</a>"
TCGA-4E-A92E,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-4E-A92E-01Z-00-DX1"">TCGA-4E-A92E-01Z-00-DX1</a>"
TCGA-4Z-AA7N,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-4Z-AA7N-01Z-00-DX1"">TCGA-4Z-AA7N-01Z-00-DX1</a>"
TCGA-52-7809,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-52-7809-01Z-00-DX1"">TCGA-52-7809-01Z-00-DX1</a>"
TCGA-53-7624,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-53-7624-01Z-00-DX1"">TCGA-53-7624-01Z-00-DX1</a>"
TCGA-55-6975,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-55-6975-01Z-00-DX1"">TCGA-55-6975-01Z-00-DX1</a>"
TCGA-55-6979,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-55-6979-01Z-00-DX1"">TCGA-55-6979-01Z-00-DX1</a>"
TCGA-55-6981,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-55-6981-01Z-00-DX1"">TCGA-55-6981-01Z-00-DX1</a>"
TCGA-55-6983,"<a href=""https://quip1.bmi.stonybrook.edu:443/camicroscope/osdCamicroscope.php?tissueId=TCGA-55-6983-01Z-00-DX1"">TCGA-55-6983-01Z-00-DX1</a>"
